url,title,author,publication_date,content
https://www.euronews.com/2025/07/29/gunman-opens-fire-at-manhattan-office-building-in-new-york-city-killing-at-least-four-peop,Gunman kills four at Manhattan office building in New York City,N/A,2025-07-29 05:21:49 +02:00,"A gunman killed four people, including an off-duty New York City police officer, and wounded a fifth when he opened fire at a midtown Manhattan office building on Monday evening, before fatally shooting himself.
The suspect was identified as Shane Tamura, a 27-year-old Las Vegas resident.
Tamura is believed to have acted alone, New York Police Commissioner Jessica Tisch said at a press conference. She added that an investigation into a possible motive of the gunman and why he targeted that particular location is under way.
Inside the vehicle he used to travel cross-country to New York City, ""officers found a rifle case with rounds, a loaded revolver, ammunition and magazines, a backpack and medication prescribed to Mr Tamura,"" Tisch said.
Surveillance footage showed the man exiting a BMW just before 6:30 pm local time (0:30 am Tuesday CEST) carrying an M4 assault rifle. He then made his way to a skyscraper located in a busy area of midtown, just a few blocks away from Central Park.
The office building houses some of the country's top financial firms, including the offices of Blackstone and KPMG, the Irish consulate and the National Football League (NFL) headquarters.
It is in the same part of Manhattan where the chief executive of UnitedHealthcare was shot down outside of a hotel in December.
The gunman entered the lobby of the building, where he killed an off-duty NYPD officer working a corporate security and a woman. He also shot another man, as per the victim's statement from the hospital.
The shooter then proceeded to the elevator, where he allowed a woman exiting to walk past him unharmed. Finally, he travelled to the 33rd floor, killing another person, before killing himself.
The officer who was fatally shot was Didarul Islam, a 36-year-old of Bangladeshi background who had served as a police officer in New York City for three and a half years, police Commissioner Tisch confirmed.
“He died as he lived. A hero,” she said, adding that he was married with two children, and his wife is pregnant with their third child."
https://www.euronews.com/health/2025/07/30/japanese-walking-experts-say-wellness-trend-can-boost-strength-fitness-and-heart-health,"Japanese walking: Experts say wellness trend can boost strength, fitness, and heart health",N/A,2025-07-30 07:00:04 +02:00,"A fitness routine developed by Japanese researchers in 2007 has recently found fresh legs on TikTok, where it’s being promoted as an enjoyable, low-barrier, and high-impact way to improve cardiovascular health, strength, and endurance.
Known as ""Japanese walking,"" the method is incredibly simple: alternating three minutes of fast-paced walking with three minutes at a slower pace, repeated over 30 minutes.
It was first introduced in a2007 studyled by Hiroshi Nose and Shizue Masuki, professors at Shinshu University. Researchers randomly assigned 246 older adults into three groups: no walking, moderate-intensity continuous walking, and high-intensity interval walking.
The results were eye-opening. People who followed the interval walking program for five months experienced greater increases in leg strength and overall physical fitness, as well as a greater reduction in blood pressure, compared to those who only walked at a moderate pace.
Additional research has expanded on the original 2007 findings. Afollow-up studyinvolving more than 700 participants found that interval walking also improved symptoms of age and lifestyle-related conditions, including changes in cognitive function, depression, and sleep quality.
Now, nearly two decades later, the method is seeing renewed attention on social media, particular under the #FitTok category on TikTok.
This type of interval walking taps into the ""overload principle"" – a key concept in exercise physiology where short bursts of exertion challenge the body just enough to force it to adapt.
“One’s fitness and health is affected by both how healthy the muscles are in terms of their metabolism and how well your heart and lungs and circulation work,"" John Buckley, a professor of exercise physiology at Keele University in the United Kingdom, told Euronews Health.
“To get those organs to adapt, we have to push them,"" he added. ""By inducing these little zaps of hard exercise, we are pushing the muscles and the heart and lungs into a region where they then have to adapt a bit more"".
This mirrors evolutionary patterns of movement. Humans are built for intermittent bursts of high effort – such as hunting and escaping danger – interspersed with prolonged, lower-intensity activity.
By helping people get more high-intensity activity, Japanese walking could help with key health issues related to exercise and nutrition, including diabetes, heart disease, and obesity, Buckley said.
The method could help target these conditions by improving insulin sensitivity, reducing blood pressure, and boosting post exercise energy expenditure.
“Even modest amounts of activity can bring our blood glucose down and can bring our blood pressure down,” Buckley said.
“Those two things are probably the long term things that have the biggest effect on people's heart and people's circulation to their brain to prevent them from having a stroke"".
While the physical effects of Japanese walking are well-documented, Buckley also sees a potential boost to mental health in the method.
“Physical activity, if you look at the evidence, has as strong a benefit,” he said.
He said the focus required during high-intensity intervals may even create a mindfulness effect.
“If you have to up the intensity, then your mind has to be focused on that activity at the time,"" he said.
This is backed by arecent reviewwhich found that High-Intensity Interval Training (HIIT) can significantly reduce symptoms of anxiety, particularly in individuals with lower baseline anxiety.
The method is also incredibly flexible and can be easily applied to other types of exercise such as cycling, swimming, or even resistance training.
So yes, TikTok might have actually stumbled on a fitness trend that’s well worth the hype."
https://www.euronews.com/travel/2025/07/29/how-to-stay-safe-if-youre-visiting-greece-and-turkiye-during-summer-wildfire-season,Is it safe to travel to Greece and Türkiye? Here’s how to prepare for summer wildfires,N/A,2025-07-29 14:45:54 +02:00,"This summer has seen dozens of heatwaves bake Europe, creating prime conditions for wildfires to break out, particularly in Greece and Türkiye.
Summer blazes are common in the eastern Mediterranean region, where experts warn that climate change is exacerbating the situation.
If you are planning to travel to wildfire-prone areas this summer, here are some precautions you can take to ensure your safety should an emergency situation occur.
June and July have seen wildfires erupt over swathes of heat-scorched Europe.
On Monday, Forestry Minister Ibrahim Yumakli said Türkiye faced a “very risky week” for outbreaks after blazes neared Bursa, the country's fourth-largest city, over the weekend.
More than 3,500 people were forced to flee their homes, and three volunteer firefighters tackling the flames were killed after their water tanker overturned, local news agency IHA reported.
Separately, officials said earlier on Sunday, a firefighter died of a heart attack while battling a blaze. The fatalities brought the total deaths over the past month to 17, including 10 rescue volunteers and forestry workers killed in awildfirein the western city of Eskisehir.
A wildfire erupted on Monday in forests outside the western port city of Izmir, where 11 aircraft were helping ground-based fire units and residents battle the blaze.
The government had earlier declared disaster areas in two western provinces, Izmir and Bilecik.
In Greece, firefighters raced to tackle a wildfire that broke out on Monday near a university campus close to the centre of Athens.
Water-dropping planes and helicopters reinforced 110 firefighters on the ground, the fire department said.
A waning fire on the island of Kythera, which lies south of the Peloponnese, was reinvigorated by strong winds. Over the weekend, the blaze burned through around 10 per cent of the small island’s land mass, triggering the evacuation of several villages.
Earlier in July, a coastal wildfire broke out on the island ofCrete, where more than 5,000 tourists, hotel workers and residents were evacuated from seaside areas on the south coast.
A key precautionary measure when visitingwildfire-prone destinationsis staying informed of any warnings.
Before your trip, research the specific area you're visiting and be aware of the fire danger ratings and local emergency procedures.
Ensure that your mobile phone is registered to receive emergency alerts. You can do this by going into Settings, followed by Notifications, and Enabling Alerts.
Monitor local news, weather forecasts, and fire updates through official channels like emergency apps and websites.
If travelling to Greece, for example, register for alerts from theGreek government’s Emergency Communication Service. You should also follow@112Greeceon X for official updates.
The UK government also recommends preparing a ‘grab bag’ of essentials, including passports and ID cards, mobile phones and chargers, money and bank cards, essential medicine, and insurance documents.
When booking travel insurance, make sure you choose a policy that will refund you or entitle you to compensation shouldwildfiresaffect your holiday.
This is particularly important if you choose not to go ahead with your trip, even if the airline, tour operator or accommodation has not cancelled your bookings.
This is because, without an official ‘no-go’ warning from foreign governments, travellers who choose not to go ahead with their trip are unlikely to receive reimbursement or compensation, as this is considered “disinclination to travel”.
The vast majority oftravel insurancepolicies will also not cover situations of “loss of enjoyment” due to wildfires, which includes being unable to leave your hotel.
Travellers can only expect refunds if their flights or accommodation are cancelled by airlines, providers or tour companies.
Some insurance policies include trip disruption or natural disaster cover, which usually applies to wildfire-related issues, but not every company will offer this, so make sure you have the correct insurance before you leave."
https://www.euronews.com/travel/2025/07/27/ice-cream-for-breakfast-these-european-destinations-serve-sweet-local-treats-worth-travell,Ice cream for breakfast? These European destinations serve sweet local treats worth travelling,N/A,2025-07-27 10:03:44 +02:00,"Europe may be home to creamy Italian gelato and elegant French parfaits, but the continent’s best ice cream isn’t always the most obvious.
From Lapland to the lowlands, local traditions come to life across Europe in unexpected ice cream creations. Think pasta-shaped sundaes, chewy, goat’s milk cones that don’t melt in the sun and a very special treat for breakfast – yes, breakfast.
Here are five scoops of ice cream worth travelling for in Europe.
Don’t be fooled: this isn’t pasta. Spaghettieis is a playfulGermaninvention that mimics a plate of spaghetti.
It’s made with vanilla ice cream squeezed through a press to resemble noodles, then topped with strawberry sauce “marinara” and white chocolate “Parmesan.”
The German treat was invented in 1969 by Dario Fontanella inMannheim. While purists might want to visit his Eis Fontanella for the original version, the dish today has become a beloved classic and can be found across Germany.
In Munich, locals still line up at family-run Eiscafé Sarcletti - a fixture in the city since 1879 - where you can order the nostalgic dish in a dozen creative variations.
InSicily, ice cream isn’t just for dessert. Locals like to beat the summer heat with a brioche con gelato. For breakfast.
A split, slightly sweet brioche bun comes stuffed with scoops of creamy gelato – or with granita on the side, if you prefer - and is often topped with whipped cream or nuts. The pairing may sound indulgent, but it’s as common as espresso onthe island.
The tradition dates to the 1800s and reflects the Sicilian love of contrasts - hot and cold, soft and firm, rich and refreshing. Classic flavours like pistachio, almond and stracciatella (vanilla gelato with chocolate swirled through it) are perennial favourites.
Brioche con gelato is usually served with a spoon, but you can eat it like a sandwich, too. You’ll find it everywhere in Palermo or along the coast in towns like Taormina and Noto. For a classic, try Don Peppinu inCatania, where the pistachio brioche is legendary.
Dondurma isn’t your average scoop of ice cream. Typically made with goat’s milk, salep (orchid root flour), mastic (resin) and sugar, Türkiye’s traditional ice cream is elastic, chewy and slow to melt. So much so that it’s often eaten with a knife and fork.
The treat dates back centuries to the Kahramanmaraş region in the southeast, but it’s now ubiquitous acrossTürkiye, from village fairs to Istanbul’s promenades.
Vendors often put on a show, flipping cones upside down or pulling the ice cream like taffy to amuse customers. Some will even play a cat-and-mouse game with you, but rest assured that it’s all for fun.
Popular flavours include pistachio, chocolate and cherry, but you can get more adventurous with variations such as saffron almond, clotted cream and piney mastic.
In Istanbul, head to Mado, a national chain that originated in the dondurma heartland and now serves up the classic Turkish treat inhistoric locationslike Beyoğlu.
Despite its name, café liégeois has nothing to do with the Belgian city of Liège. Originally known as café viennois, France renamed thedessertduring World War I to honour the people of Liège for resisting German occupation.
The drink-dessert hybrid features scoops of coffee-flavoured ice cream layered with chilled coffee and topped with a swirl of Chantilly cream – a fluffy, high-fat dairy cream often laced with vanilla. It’s a decadent and refreshingly bittersweet pick-me-up.
For a taste of the classic in a setting steeped in history, visit Café de la Paix. Located in what is now the Intercontinental hotel, the 19th-century institution overlooks the Palais Garnier opera house and is pureParisian grandeur.
Sweet, tart and impossible to cultivate commercially at scale, cloudberries are one of the Arctic’s most elusive treasures.
These golden-orange fruits, found in the wild marshes and bogs in Sweden, Norway and Finland, are foraged in late summer and have long been a staple of IndigenousSami traditions. Their fleeting season and remote habitat make them a prized ingredient for everything from jam to liqueur. But the real indulgence is cloudberry ice cream.
In Finland’s north, the Arctic Ice Cream Factory swirls the berries into creamy scoops best enjoyed after a trek across the tundra or under themidnight sun.
Across the border in Sweden, the Brandon Lodge in coastal Luleå and the Grand-Hotel Stockholm have each created decadent scoops of the seasonal treat – the latter with the help of local ice cream makers Otto & Glassfabriken."
https://www.euronews.com/business/2025/07/30/cyprus-average-monthly-earnings-of-employees-increases-to-2500,"Cyprus: Average monthly earnings of employees increases to €2,500",N/A,2025-07-30 11:00:53 +02:00,"Average monthly earnings of employees inCyprusincreased by 5.4% in 2024, compared to 2023.
According to preliminary data from the Cyprus Statistical Service, the average gross monthly earnings of employees in the first quarter of 2025 are estimated at around €2,500 compared to €2,382 in the first quarter of 2024.
The average monthly remuneration of employees includes thebasic salary, the index-linked bonus, overtime pay, the CentralHoliday Fund, any allowances received by employees during the reporting period, as well as retroactive payments. Allowances include both fixed and non-fixed payments (13th salary, 14th salary, bonuses, etc.)."
https://www.euronews.com/next/2025/07/29/spain-deepens-antitrust-probe-into-apple-citing-app-store-pricing-concerns,"Spain deepens antitrust probe into Apple, citing App Store pricing concerns",N/A,2025-07-29 13:03:58 +02:00,"Spain’s antitrust watchdog is expanding an investigation into Apple over concerns that the tech giant is engaging in anti-competitive behaviour.
Spain’s National Commission of Markets and Competition (CNMC) launched the investigation in July 2024, accusing Apple of “imposing unfair commercial conditions” on the developers of mobile applications that are sold in its App Store.
Apple could be “abusing its dominant market position,” the regulator said.
On Tuesday, the CNMC said it will broaden the probe due to “new evidence” that the tech giant requires developers to follow a pricing schedule set by Apple in order to sell their apps in its marketplace.
“This would constitute conduct restricting competition between companies,” in violation of European Union law, the regulator said.
The CNMC has one more year to complete its investigation, and said the expansion “does not prejudge the outcome”.
Apple has denied the allegations. On Tuesday, the company said it had created its App Store ""to be a safe and trusted experience for users and a great business opportunity for developers in Spain and around the world"".
""We will continue to engage with the Spanish Competition Authority to ensure our concerns are fully understood,"" Apple said in a statement.
The Spanish probe follows two investigations from the European Commission. Last year, the Commission fined Applemore than €1.8 billionin a case related to music streaming apps for iPhones and iPads.
It said Apple placed restrictions on app developers that prevented them from telling users about cheaper music subscription services available outside of its app, violating EU rules on “anti-steering provisions”.
In April, the Commission said it closed another investigation into whether Apple had violated the Digital Markets Act (DMA), after the company agreed to make it easier for users to change default settings for browsers, calling, messaging, and more.
Updated July 29:This story has been updated with an additional statement from Apple."
https://www.euronews.com/next/2025/07/30/australia-adds-youtube-to-social-media-ban-for-children-under-age-16,Australia adds YouTube to social media ban for children under age 16,N/A,2025-07-30 10:56:04 +02:00,"Australian teenagers under age 16 will be barred from making YouTube accounts, in an expansion of the country’s world-first ban on social media for young people.
The decision comes after the country’s internet regulator asked the government to include YouTube in itsban on social mediafor under-16s last month. A previous decision had allowed YouTube to sidestep the policy, which will go into effect later this year.
“We know that social media is doing social harm,” Anthony Albanese, Australia’s centre-left prime minister, said during a pressconference.
“My government and this parliament are ready to take action to protect young Australians”.
The ban for under-16s also includes social mediaplatformslike Snapchat, TikTok, Facebook, Instagram, and X.
Many Australians appear on board with some age restrictions. In a survey of nearly 4,000 Australians published last month, around nine out of ten respondents said they want some type of “age assurance” on socialmedia.
About three in four 10- to 15-year-olds in Australia have used YouTube, making it more popular than other major platforms such as TikTok and Instagram, according to asurveyfrom the office of eSafety Commissioner Julie Inman Grant.
Last month, Inman Grant recommended that YouTube beincludedin the social media ban due to evidence that children experience harmful content on the platform.
In the survey, 37 per cent of children who had seen any harmful content online said they saw it on YouTube.
“Given the known risk of harms on YouTube … and without sufficient evidence demonstrating that YouTube predominately provides beneficial experiences for children under 16, providing a specific carve out for YouTube appears to be inconsistent with the purpose of the Act,” Inman Grant’s June recommendations read.
Under the new rules, children under 16 will still be able to access YouTube, but they will not be able to make accounts.
In a statement, YouTube said it shares the government’s goal of “addressing and reducing online harms,” but that it should not be included in the ban because of the service it provides.
“Our position remains clear: YouTube is a video sharing platform with a library of free, high-quality content,” the companysaid. “It’s not social media”.
Australia had previously excluded YouTube from the social media ban because it is a service that “[is] primarily for the purposes of education and health support,” the government said in a press release from last year.
YouTube said it is “considering next steps” while continuing to work with the government. Australian media reported that this could include a court challenge.
The ban officially comes into place on December 10."
https://www.euronews.com/travel/2025/07/28/russia-launches-first-commercial-passenger-flights-to-north-korea-in-decades,Russia launches first commercial passenger flights to North Korea in decades,N/A,2025-07-28 10:57:06 +02:00,"Russia on Sunday opened a regular air link between Moscow and Pyongyang, a move reflecting increasingly close ties between the two countries.
The first flight operated by Russian carrier Nordwind took off from Moscow's Sheremetyevo airport on Sunday, carrying over 400 passengers, and landed in North Korea's capital around eight hours later.
Tickets for the flight were priced at 45,000 rubles (around €480), according to Russian state media outlet TASS. It reported that authorities gave Norwind permission to fly to North Korea in July.
The airline used to carry Russians to holiday destinations across Europe, including Spain and Germany, until the EU banned Russian carriers from operating in its airspace in 2022.
Russia's Transport Ministry said there will be one flight a month to meet demand. It may be the first regular flight between the two capital cities since the mid-1990s, according to Russian aviation blogs and follows the resumption of the 10-day Moscow to Pyongyang rail service in June.
Previously, the only direct flight between Russia and North Korea was the service from Vladivostok in Russia's Far East.
Russian Foreign Minister Sergey Lavrov, who visited North Korea'snew Wonsan-Kalma beach resortearlier this month to meet with North Korean leader Kim Jong Un, promised to encourage Russian tourists to visit the complex.
Theresort, which can accommodate nearly 20,000 people, is at the centre of Kim’s push to boost tourism to improve his country’s troubled economy.
North Korea has been slowly easing the curbs imposed during the pandemic and reopening its borders in phases. But the country hasn’t said if it will fully resumeinternational tourism. Restrictions still largely ban foreign tourists from entering the country.
Regular flights between Russia’s eastern port city of Vladivostok and Pyongyang reopened in 2023 following a break caused by the coronavirus pandemic.
Russia and North Korea have sharply expanded military and other ties in recent years, with Pyongyang supplying weapons and troops to back Russia’s military action in Ukraine."
https://www.euronews.com/business/2025/07/30/us-and-china-agree-to-extend-tariff-pause-after-stockholm-trade-talks,US and China prepare to extend tariff pause after Stockholm talks,N/A,2025-07-30 07:45:24 +02:00,"The United States and China have agreed to work on extending a deadline for new tariffs on each other after two days of trade talks in Stockholm concluded on Tuesday, according to Beijing’s lead negotiator.
The US side said the extension was discussed, but still required approval from President Donald Trump. US Treasury Secretary Scott Bessent claimed ""our Chinese counterparts have jumped the gun a little"" when announcing a pause, although he described the talks as “very fulsome two days with the Chinese delegation"".
China said the two sides had “in-depth, candid and constructive” discussions and agreed to work on extending a pause in tariffs beyond a 12 August deadline for a trade deal for another 90 days.
“A stable, healthy and sustainable China-US economic and trade relationship serves not only the two countries’ respective development goals but also contributes to global economic growth and stability,” said China's Vice Premier He Lifeng, who led the Chinese side, according to a statement from China's Ministry of Commerce. He did not say how the extension would work.
Bessent added that the two sides touched on US concerns over China's purchase of Iranian oil, supply of dual-use tech to Russia that could be used on the battlefield, and the manufacturing of goods at a rate beyond what is sustained by global demand.
“We just need to de-risk with certain, strategic industries, whether it's the rare earths, semiconductors, medicines, and we talked about what we could do together to get into balance within the relationship,” Bessent said.
He stressed that the US seeks to restore domestic manufacturing, secure purchase agreements of US agricultural and energy products, and reduce trade deficits.
The latest round of talks opened Monday in Stockholm to try to break a logjam over tariffs that have skewed the pivotal commercial ties between the world’s two largest economies.
The two sides previously met in Geneva and London to address specific issues — triple-digit tariffs that amounted to a trade embargo and export controls on critical products — China's chokehold on rare earth magnets, and US restrictions on semiconductors.
Monday's discussions lasted nearly five hours behind closed doors at the office of Swedish Prime Minister Ulf Kristersson. Before the talks resumed Tuesday, Kristersson met with Bessent and US Trade Representative Jamieson Greer over breakfast.
The talks in Stockholm unfolded as President Donald Trump is mulling plans to meet Chinese President Xi Jinping, a summit that could be a crucial step toward locking in any major agreements between their two countries.
“I would say before the end of the year,” Trump told reporters aboard Air Force One on Tuesday.
On his Truth Social media platform, Trump insisted late Monday that he was not “seeking” a summit with Xi, but may go to China at the Chinese leader’s invitation, “which has been extended"". ""Otherwise, no interest!” he added.
Bessent told reporters the summit was not discussed in Stockholm but that they did talk about “the desire of the two presidents for the trade team and the Treasury team to have trade negotiations with our Chinese counterparts"".
Greer said the American team would head back to Washington and “talk to the president about” the extension of the August deadline and see “whether that’s something that he wants to do"".
The US has struck deals over tariffs with some of its key trading partners — including Britain, Japan and the European Union — since Trump announced earlier in July elevated tariff rates against dozens of countries. China remains perhaps the biggest challenge.
“The Chinese have been very pragmatic,” Greer said in comments posted on social media by his office late Monday. “We have tensions now, but the fact that we are regularly meeting with them to address these issues gives us a good footing for these negotiations.”
Many analysts had expected that the Stockholm talks would result in an extension of current tariff levels, which are far lower than the triple-digit percentage rates proposed as the US-China tariff tiff reached a crescendo in April, sending world markets into a temporary tailspin.
The two sides deescalated tensions during bilateral talks in Geneva in May and agreed to a 90-day pause on sky-high tariffs — which ends 12 August. The US duties currently stand at 30% on Chinese goods, while China is placing a 10% tariff on US products.
While China has offered few specifics of its goals in the Stockholm talks, Bessent has suggested that the situation has stabilised to the point that Beijing and Washington can start looking toward longer-term balance between their economies.
Since China vaulted into the global trading system more than two decades ago, Washington has sought to press Beijing to encourage more consumption at home and offer greater market access to foreign, including American-made goods.
Wendy Cutler, a former US trade negotiator and now vice president at the Asia Society Policy Institute, said Trump’s team would today face challenges from “a large and confident partner that is more than willing to retaliate against US interests"".
Rollover of tariff rates “should be the easy part”, she said, warning that Beijing has learned lessons since the first Trump administration and “will not buy into a one-sided deal this time around"".
Bessent said the “overall tone of the meetings was very constructive"" while Li said the two sides agreed in Stockholm to keep close contact and to “communicate with each other in a timely manner on trade and economic issues"".
On Monday, police cordoned off a security zone along Stockholm’s vast waterfront as curious tourists and locals sought a glimpse of the top-tier officials through a phalanx of TV news cameras lined up behind metal barriers.
Flagpoles at the prime minister’s office were festooned with the American and Chinese flags."
https://www.euronews.com/2025/07/30/around-500000-young-pilgrims-expected-to-flock-to-rome-and-vatican-city-for-youth-jubilee,"Around 500,000 young pilgrims expected to flock to Rome and Vatican City for Youth Jubilee",N/A,2025-07-30 09:09:58 +02:00,"Tens of thousands of young Catholics flocked to St Peter's Square on Tuesday to kick off the Youth Jubilee, for which Pope Leo XIV held a welcome mass.
Between the 28th July and the 3rd of August, the Vatican and Rome will host a series of events dedicated to young Catholics from at least 146 countries. 500,000 are expected to take part. It will culminate in a mass on the first Sunday of August at Rome's Tor Vergata.
The Youth Jubilee will incorporate World Youth Day this year, as announced in 2023 by the late Pope Francis.
Around a thousand parishes, schools and families will provide accommodation and breakfast for pilgrims in addition to a large hostel capable of hosting about 25,000 people set up at the Fiera di Roma.
Other facilities include discounted meal vouchers, shower services at major public transport hubs, almost 3,000 chemical toilets on the streets of Rome and the upgrade of underground and regional trains and buses.
Security measures have been put in place. Gates have been set up to prevent dangerous materials and objects into certain areas. Pilgrims have been asked to carry only the bare essentials to facilitate controls.
A 400 square metre control room will manage the flow of surveillance cameras in the event areas.
Pilgrims will be able to spend the night on the law in front of Tor Vergata as they await the Pope's morning mass on Sunday.
Volunteers will distribute water bottles and an app by municipal company Acea will provide a map of the 2,660 free water supply points in Rome.
Aside from the Pope's evening mass on Tuesday, Philippine Cardinal Luis Antonio Tagle celebrated Mass for Catholic influencers and digital missionaries.
Numerous minor events will be held in the city between Wednesday and Thursday. On Friday, the Circus Maximus will host a Day of Penance in which 200 stations will be made available for pilgrims to hear confessions.
Saturday will be dedicated to music, with groups taking turn to entertain the crowd on a stage set up at Tor Vergata. The area has 355 tents and gazebos, 2,400 square metres of video screens and 110 generators, 20km of fibre optics and 15km of electric cables."
https://www.euronews.com/2025/07/30/huge-earthquake-off-russia-sends-tsunami-waves-across-pacific-live-updates,Live.Volcano on Russia's Kamchatka Peninsula starts erupting hours after earthquake — live updates,N/A,2025-07-30 09:36:49 +02:00,"One of the biggest earthquakes ever recorded struck off the coast of Russia early on Wednesday, triggering tsunami warnings across the Pacific.
The magnitude 8.8 quake sent potentially devastating waves, with Alaska, Hawaii and other coasts as far as Colombia and New Zealand affected or bracing for impact.
Japan has downgraded the tsunami threat level in some areas, after previously telling 1.9 million people to evacuate.
And the Oahu Emergency Management Agency on Hawaii has lifted its evacuation order, saying it was safe for people to return to previously evacuated areas.
Follow Euronews' live blog as our reporters bring you the latest updates."
https://www.euronews.com/business/2025/07/29/european-automotive-giant-stellantis-faces-15-billion-hit-from-us-tariffs-this-year,European automotive giant Stellantis faces €1.5 billion hit from US tariffs this year,N/A,2025-07-29 18:18:49 +02:00,"The second-biggest carmaker in Europe has forecast that US tariffs could cost it €1.5 billion this year as the EU has failed to avert auto levies imposed by the Trump administration.
The producers of luxury Maserati cars as well as mid-range and affordable favourites such as Lancia, Peugeot and Fiat, said on Tuesday that net profits plummeted from €5.6bn in the same period last year. This was as it burned €3.3 billion in cash for the cancellation of a hydrogen fuel cell project. Changes in the fine regime for US carbon emission regulations and write-downs on platform investments also hit profits.
US President Donald Trump’s tariffs cost the company €300 million in the first six months of the year, Stellantis said.
Losses like these could crank up political and labour pressure as the carmaker faces a heightened risk of plant shutdowns, delayed model launches and fights with unions as management scrambles to manage the cash gap.
Carmakers are the main drivers of European industry. The sector pumps out roughly 7% of EU GDP according to the European Commission, supports  around 14 million jobs across its supply chains and delivers one of the bloc’s biggest export surpluses each year.
Automakers also pour more than €70bnannuallyinto engineering and technological innovation. A dip in their fortunes can therefore ripple into technology, steel, chemicals, logistics and the continent's drive for innovation.
Stellantis said it expected net revenues to increase over the next six months compared with the first half, when they dropped 13% to €74.3bn. The carmaker also said cash flow would improve.
Incoming CEO Antonio Filosa, who was confirmed in the role last month, said the new executive team would ""continue to make the tough decisions needed to re-establish profitable growth and significantly improve results"".
“My first weeks as CEO have reconfirmed my strong conviction that we will fix what’s wrong with Stellantis,’’ Filosa said in a statement."
https://www.euronews.com/2025/07/30/watch-the-video-first-tsunami-waves-hit-hawaii-after-powerful-earthquake-triggers-warnings,Watch the video: First tsunami waves hit Hawaii after powerful earthquake triggers warnings,N/A,2025-07-30 11:11:41 +02:00,"Residents of Hawaii have been warned to evacuate to higher ground after a powerful 8.8 earthquake struck off the coast of Russia overnight on Wednesday.
The governor of Hawaii has warned residents that bigger waves could be on the way, after the first waves hit the island state following a tsunami warning triggered by a massive quake in a remote part of Russia.
The first waves, measuring 1.74 metres, were recorded at Kahului on Maui, with another measuring 1.49 metres recorded in Hilo. No significant damages have yet been recorded.
Hawaii Governor Josh Green told a news conference that further waves are to be expected after significant amounts of water receded along beaches — a typical sign of an imminent tsunami wave, Green said.
""That doesn't happen for no reason,"" Green said. He added:  ""That means there's activity in the ocean.""
Two waves, including one at a height of 1.82 metres, were measured travelling towards the island.
The Hawaii Country Civil Defence Agency wrote on X that the danger wasn't ""over yet"".
""Initial wave impacts from the leading edge of the tsunami measured several feet at some monitoring stations, but 'follow-up' waves over the next several hours often are larger. Don't return to evacuated areas until the tsunami warning is officially lifted,"" it explained.
Residents have been advised to ensure they are at least 30 metres above sea level or two miles inland to be safe from the incoming waves. Flights in and out of Maui Airport have been cancelled.
Additional waves of half a metre have been recorded in California, the US National Weather Service said. Tsunami warnings in the state are in effect from Cape Mendocino to the state's border with Oregon.
The tsunami warnings were triggered after one of the strongest earthquakes on record struck Russia's Far East on Wednesday morning.
Damage has been recorded and evacuations issued in Russia's Kamchatka peninsula — the epicentre of the 8.8 magnitude quake.
The powerful quake has triggered tsunami waves in parts of Japan and Alaska and sparked warnings in parts of North and Central America and the Pacific Islands."
